Time,Ticker,Order,T,Shares,Price,MPID,X
34507304,IBM,10666376,B,100,1804500,,Q
34508244,IBM,10495753,D,0,0,,Q
34508244,IBM,10679563,B,100,1805800,,Q
34508246,IBM,10495764,D,0,0,,Q
34508246,IBM,10679595,B,100,1805600,,Q
34508882,IBM,10687990,B,100,1805900,,Q
34508976,IBM,10688936,B,100,1806100,,Q
34508977,IBM,10652982,D,0,0,,Q
34508977,IBM,10688961,B,100,1806100,,Q
34509181,IBM,10687990,D,0,0,,Q
34510151,IBM,10708614,S,100,1806600,,Q
34510196,IBM,9832386,D,0,0,,Q
34510950,IBM,10721954,S,100,1809600,,Q
34511043,IBM,10723603,B,100,1805900,,Q
34511700,IBM,10721954,D,0,0,,Q
34511850,IBM,10737086,S,100,1809600,,Q
34511922,IBM,10737086,D,0,0,,Q
34512303,IBM,0,T,100,1806400,,Q
34513795,IBM,10688936,F,0,0,,Q
34513796,IBM,0,T,100,1806350,,Q
34513906,IBM,10723603,D,0,0,,Q
34515287,IBM,10790953,S,1900,1807400,,Q
34515637,IBM,0,T,100,1806400,,Q
34515657,IBM,0,T,800,1806400,,Q
34515657,IBM,10708614,F,0,0,,Q
34515657,IBM,10795831,B,200,1806300,,Q
34515657,IBM,0,T,100,1806700,,Q
34515684,IBM,10492209,D,0,0,,Q
34515684,IBM,0,T,100,1806400,,Q
34515684,IBM,10795831,D,0,0,,Q
34515691,IBM,0,T,103,1806400,,Q
34515751,IBM,0,T,100,1806400,,Q
34515763,IBM,0,T,100,1806400,,Q
34515775,IBM,0,T,100,1806400,,Q
34515782,IBM,0,T,100,1806400,,Q
34515790,IBM,0,T,100,1806400,,Q
34515798,IBM,0,T,97,1806400,,Q
34515810,IBM,0,T,100,1806400,,Q
34515834,IBM,0,T,2,1807200,,Q
34515941,IBM,10790953,F,0,0,,Q
34515941,IBM,10495116,D,0,0,TMBR,Q
34515941,IBM,10799624,S,100,1808600,TMBR,Q
34516041,IBM,10801161,S,100,1808000,,Q
34516050,IBM,10799624,D,0,0,TMBR,Q
34516050,IBM,10801254,S,100,1809400,TMBR,Q
34516071,IBM,10801598,B,100,1806400,,Q
34516074,IBM,10801161,D,0,0,,Q
34516074,IBM,10801254,D,0,0,TMBR,Q
34516074,IBM,10801642,S,100,1809500,TMBR,Q
34516074,IBM,10801645,B,100,1806600,,Q
34516102,IBM,10688961,D,0,0,,Q
34516102,IBM,10802137,B,46,1806600,,Q
34516103,IBM,10802161,B,54,1806600,,Q
34517667,IBM,10822041,S,102,1970000,,Q
34517851,IBM,0,T,99,1808000,,Q
34518028,IBM,0,T,1,1808000,,Q
34518028,IBM,8216371,E,99,0,,Q
34518028,IBM,8216371,F,0,0,,Q
34518028,IBM,0,T,99,1808100,,Q
34518028,IBM,10832938,S,100,1808100,,Q
34518028,IBM,10832939,B,100,1808000,,Q
34518028,IBM,10832940,B,200,1807400,,Q
34518028,IBM,10832939,F,0,0,,Q
34518028,IBM,10832938,F,0,0,,Q
34518029,IBM,10832966,S,1,1808100,,Q
34518029,IBM,10832966,F,0,0,,Q
34518029,IBM,10802137,D,0,0,,Q
34518029,IBM,10802161,D,0,0,,Q
34518030,IBM,10833010,B,46,1808000,,Q
34518030,IBM,10833010,F,0,0,,Q
34518031,IBM,10833030,B,100,1807400,,Q
34518032,IBM,10833030,D,0,0,,Q
34518034,IBM,10833100,B,54,1807400,,Q
34518036,IBM,10833137,S,100,1809600,,Q
34518110,IBM,10832940,D,0,0,,Q
34518191,IBM,10801642,D,0,0,TMBR,Q
34518191,IBM,10834786,S,100,1810400,TMBR,Q
34518273,IBM,10801645,D,0,0,,Q
34518278,IBM,10801598,D,0,0,,Q
34518788,IBM,10841788,S,684,1808200,,Q
34518803,IBM,10841788,E,600,0,,Q
34518806,IBM,10841788,D,0,0,,Q
34519309,IBM,10679563,D,0,0,,Q
34519309,IBM,10848253,B,100,1806700,,Q
34519311,IBM,10679595,D,0,0,,Q
34519311,IBM,10848264,B,100,1806700,,Q
34520708,IBM,10864885,B,100,1804800,,Q
34521641,IBM,10878709,B,100,1807000,,Q
34522750,IBM,10833137,D,0,0,,Q
34522752,IBM,10891873,S,100,1809400,,Q
34522798,IBM,10878709,D,0,0,,Q
34523011,IBM,9542675,D,0,0,,Q
34523011,IBM,10247341,D,0,0,,Q
34523011,IBM,10247342,D,0,0,,Q
34523780,IBM,10833100,F,0,0,,Q
34523780,IBM,0,T,100,1807400,,Q
34523780,IBM,0,T,100,1807400,,Q
34523780,IBM,0,T,3,1807400,,Q
34523780,IBM,10904616,S,100,1807800,,Q
34523785,IBM,10864885,D,0,0,,Q
34523863,IBM,10904616,D,0,0,,Q
34524344,IBM,10848253,D,0,0,,Q
34524345,IBM,10911976,B,100,1806100,,Q
34524347,IBM,10848264,D,0,0,,Q
34524347,IBM,10912009,B,100,1805600,,Q
34525364,IBM,0,T,100,1806500,,Q
34525366,IBM,0,T,100,1806200,,Q
34525817,IBM,0,T,100,1806900,,Q
34527203,IBM,10949822,B,400,1795400,,Q
34527203,IBM,10174657,D,0,0,,Q
34527203,IBM,9429986,D,0,0,,Q
34527203,IBM,10949824,S,300,1822500,,Q
34527203,IBM,10949826,S,300,1824900,,Q
34527837,IBM,10958123,B,100,1805600,,Q
34527929,IBM,5633065,F,0,0,,Q
34527929,IBM,10959402,B,200,1806200,,Q
34527929,IBM,10959411,S,100,1808300,,Q
34527930,IBM,10959411,F,0,0,,Q
34527930,IBM,10959436,S,100,1808300,,Q
34527930,IBM,10959436,F,0,0,,Q
34527931,IBM,10834786,D,0,0,TMBR,Q
34527931,IBM,10959448,S,100,1811100,TMBR,Q
34527932,IBM,10959448,D,0,0,TMBR,Q
34527932,IBM,10959459,S,100,1811200,TMBR,Q
34527933,IBM,10959459,D,0,0,TMBR,Q
34527933,IBM,10959481,S,100,1811300,TMBR,Q
34527960,IBM,10959481,D,0,0,TMBR,Q
34527960,IBM,10959856,S,100,1814200,TMBR,Q
34528009,IBM,10959402,D,0,0,,Q
34528354,IBM,10964963,S,332,1835000,,Q
34529382,IBM,10911976,D,0,0,,Q
34529382,IBM,10977925,B,100,1806700,,Q
34529384,IBM,10912009,D,0,0,,Q
34529384,IBM,10977986,B,100,1806200,,Q
34530806,IBM,0,T,100,1806800,,Q
34530824,IBM,10995392,S,100,1807600,,Q
34531706,IBM,10977925,E,54,0,,Q
34531706,IBM,10977925,F,0,0,,Q
34531706,IBM,11007734,S,100,1806700,,Q
34531751,IBM,10977986,D,0,0,,Q
34531751,IBM,11008220,B,100,1804400,,Q
34531787,IBM,11009415,B,100,1805100,,Q
34531855,IBM,11007734,D,0,0,,Q
34531899,IBM,11008220,D,0,0,,Q
34531899,IBM,11011450,B,100,1805600,,Q
34531991,IBM,11009415,D,0,0,,Q
34531991,IBM,11012448,B,100,1805600,,Q
34535205,IBM,11058100,B,100,1805900,,Q
34535206,IBM,11058141,B,46,1805900,,Q
34535374,IBM,11061192,S,200,1807100,,Q
34536128,IBM,11073058,S,500,1806600,,Q
34536142,IBM,10666376,D,0,0,,Q
34536170,IBM,11073058,E,300,0,,Q
34536170,IBM,11073058,F,0,0,,Q
34536611,IBM,11061192,F,0,0,,Q
34537606,IBM,11058100,D,0,0,,Q
34538215,IBM,10995392,E,53,0,,Q
34538823,IBM,10995392,D,0,0,,Q
34538825,IBM,11116747,S,47,1807900,,Q
34538885,IBM,10958123,D,0,0,,Q
34538886,IBM,11117464,B,100,1806600,,Q
34538887,IBM,11058141,D,0,0,,Q
34538888,IBM,11117545,B,46,1806600,,Q
34539098,IBM,0,T,100,1806700,,Q
34539134,IBM,11121005,B,100,1807000,,Q
34539136,IBM,11121038,B,100,1806900,,Q
34539136,IBM,11117545,D,0,0,,Q
34539137,IBM,11121053,B,46,1807000,,Q
34539566,IBM,11121038,D,0,0,,Q
34539569,IBM,11121005,D,0,0,,Q
34539623,IBM,11127589,S,300,1807700,,Q
34540181,IBM,0,T,100,1807100,,Q
34540181,IBM,11121053,F,0,0,,Q
34540181,IBM,0,T,100,1807100,,Q
34540181,IBM,11134113,S,200,1807500,,Q
34540328,IBM,11134113,D,0,0,,Q
34540563,IBM,11141639,B,100,1807000,,Q
34540643,IBM,11141639,F,0,0,,Q
34540644,IBM,11143013,S,100,1807100,,Q
34540644,IBM,11143014,S,100,1807600,,Q
34540657,IBM,11117464,F,0,0,,Q
34540790,IBM,11143013,D,0,0,,Q
34540790,IBM,11143014,D,0,0,,Q
34541032,IBM,11127589,D,0,0,,Q
34542309,IBM,11167013,B,40,1806300,,Q
34545981,IBM,11011450,D,0,0,,Q
34545981,IBM,11214366,B,100,1806400,,Q
34545982,IBM,11012448,D,0,0,,Q
34546931,IBM,11224655,B,100,1806900,,Q
34547082,IBM,11224655,D,0,0,,Q
34547825,IBM,0,T,300,1806800,,Q
34548808,IBM,0,T,99,1806800,,Q
34549087,IBM,11254782,B,300,1806500,,Q
34549089,IBM,11254813,B,100,1806400,,Q
34549819,IBM,0,T,601,1806800,,Q
34549823,IBM,11116747,D,0,0,,Q
34549824,IBM,11264418,S,47,1807300,,Q
34549826,IBM,11254782,D,0,0,,Q
34549828,IBM,11254813,D,0,0,,Q
34551022,IBM,11214366,D,0,0,,Q
34551022,IBM,11279395,B,100,1806200,,Q
34553791,IBM,11167013,D,0,0,,Q
34553794,IBM,11317125,B,40,1806700,,Q
34554883,IBM,8751501,D,0,0,,Q
34555823,IBM,11264418,D,0,0,,Q
34556082,IBM,11317125,F,0,0,,Q
34556082,IBM,11350753,S,100,1806700,,Q
34556082,IBM,11350755,S,100,1806800,,Q
34556232,IBM,11350753,D,0,0,,Q
34556232,IBM,11350755,D,0,0,,Q
34556293,IBM,11279395,D,0,0,,Q
34556293,IBM,11362205,B,100,1805600,,Q
34556548,IBM,8826103,D,0,0,,Q
34556548,IBM,11366763,S,1200,1811900,,Q
34559493,IBM,11412972,B,100,1806200,,Q
34559554,IBM,11362205,D,0,0,,Q
34566640,IBM,11516990,S,100,1809600,,Q
34567198,IBM,11516990,D,0,0,,Q
34567300,IBM,11412972,D,0,0,,Q
34567301,IBM,11528564,B,100,1806300,,Q
34567331,IBM,11529827,B,100,1806100,,Q
34567349,IBM,11528564,D,0,0,,Q
34567349,IBM,11530401,B,100,1806400,,Q
34567790,IBM,11540128,B,100,1805900,,Q
34568914,IBM,11529827,D,0,0,,Q
34569293,IBM,11530401,D,0,0,,Q
34570894,IBM,11582421,B,100,1806000,,Q
34570899,IBM,11582528,B,300,1805900,,Q
34573929,IBM,11582421,D,0,0,,Q
34573930,IBM,11582528,D,0,0,,Q
34575194,IBM,11644657,B,100,1806000,,Q
34575415,IBM,11644657,D,0,0,,Q
34577180,IBM,11665855,S,150,1807500,,Q
34577353,IBM,10285744,D,0,0,,Q
34578716,IBM,11680819,B,100,1806200,,Q
34578719,IBM,11680856,B,100,1806100,,Q
34578721,IBM,11680895,B,100,1806300,,Q
34579362,IBM,11680819,D,0,0,,Q
34579363,IBM,11680856,D,0,0,,Q
34579366,IBM,11680895,D,0,0,,Q
34579705,IBM,11691187,B,100,1806200,,Q
34579709,IBM,11691234,B,100,1806300,,Q
34580375,IBM,0,T,150,1806800,,Q
34580442,IBM,11711708,B,100,1806000,,Q
34581328,IBM,11691187,D,0,0,,Q
34581331,IBM,11691234,D,0,0,,Q
34581544,IBM,11726233,B,100,1806200,,Q
34581838,IBM,11730092,S,100,1807100,,Q
34582326,IBM,11726233,D,0,0,,Q
34583461,IBM,10374542,D,0,0,,Q
34584270,IBM,11757591,B,100,1806400,,Q
34584705,IBM,11757591,D,0,0,,Q
34584730,IBM,11730092,F,0,0,,Q
34584730,IBM,11761774,B,100,1806500,,Q
34584730,IBM,0,T,3,1807100,,Q
34584730,IBM,0,T,2,1807300,,Q
34584730,IBM,0,T,94,1807300,,Q
34584744,IBM,11761915,B,100,1806400,,Q
34584816,IBM,11761774,D,0,0,,Q
34585279,IBM,11761915,D,0,0,,Q
34586483,IBM,11782412,B,200,1806600,,Q
34587181,IBM,11665855,F,0,0,,Q
34587181,IBM,11791300,B,100,1806700,,Q
34587204,IBM,11791473,S,300,1818600,,Q
34587266,IBM,11791300,D,0,0,,Q
34588577,IBM,11810037,S,100,1807500,,Q
34589239,IBM,0,T,100,1807400,,Q
34589239,IBM,11810037,F,0,0,,Q
34589239,IBM,11817873,B,100,1806800,,Q
34589324,IBM,11817873,D,0,0,,Q
34590112,IBM,11849367,S,400,1840000,,Q
34590937,IBM,11540128,D,0,0,,Q
34590937,IBM,11863627,B,100,1806300,,Q
34591155,IBM,11866958,B,100,1807000,,Q
34591304,IBM,11866958,D,0,0,,Q
34591305,IBM,11869475,B,100,1807200,,Q
34591341,IBM,11869475,D,0,0,,Q
34591342,IBM,11869931,S,300,1808100,,Q
34591342,IBM,11869947,B,100,1807400,,Q
34591342,IBM,11869931,D,0,0,,Q
34591374,IBM,11869947,D,0,0,,Q
34591374,IBM,11870390,B,100,1807500,,Q
34591524,IBM,11872071,B,100,1804800,,Q
34591634,IBM,11870390,D,0,0,,Q
34591634,IBM,11873383,B,100,1807600,,Q
34591730,IBM,11782412,D,0,0,,Q
34591833,IBM,11872071,D,0,0,,Q
34591984,IBM,11878448,B,100,1804800,,Q
34592586,IBM,11873383,D,0,0,,Q
34592720,IBM,11892605,B,100,1808500,,Q
34593127,IBM,11899302,B,100,1808300,,Q
34593825,IBM,7771079,D,0,0,,Q
34593977,IBM,11911868,S,100,1814400,,Q
34594742,IBM,11927564,S,25,1809100,,Q
34595058,IBM,11927564,D,0,0,,Q
34595155,IBM,0,T,25,1808800,,Q
34595165,IBM,11934884,B,100,1808600,,Q
34595363,IBM,11934884,D,0,0,,Q
34595363,IBM,11937724,B,100,1808800,,Q
34595886,IBM,0,T,100,1808900,,Q
34595886,IBM,0,T,100,1808900,,Q
34595886,IBM,11937724,F,0,0,,Q
34595886,IBM,11949793,S,100,1809000,,Q
34595886,IBM,11949794,S,100,1808900,,Q
34595889,IBM,11949794,D,0,0,,Q
34595889,IBM,11949822,S,100,1808800,,Q
34595960,IBM,11863627,D,0,0,,Q
34595960,IBM,11950995,B,100,1808000,,Q
34596032,IBM,11949822,D,0,0,,Q
34596032,IBM,11949793,D,0,0,,Q
34596041,IBM,11951933,S,100,1812000,,Q
34596043,IBM,11951933,D,0,0,,Q
34596520,IBM,11711708,D,0,0,,Q
34596521,IBM,11958193,B,100,1808000,,Q
34597982,IBM,11977186,S,100,1812000,,Q
34598970,IBM,11899302,D,0,0,,Q
34599119,IBM,11892605,F,0,0,,Q
34599119,IBM,11992275,S,100,1808600,,Q
34599119,IBM,11992276,S,100,1808700,,Q
34599154,IBM,11992730,B,100,1808100,,Q
34599199,IBM,11993310,B,100,1808400,,Q
34599231,IBM,11993310,F,0,0,,Q
34599264,IBM,11992275,D,0,0,,Q
34599264,IBM,11992276,D,0,0,,Q
34600483,IBM,12008255,B,100,1808200,,Q
34601852,IBM,12023770,S,200,1808800,,Q
34603391,IBM,12023770,C,100,0,,Q
34606392,IBM,12023770,F,0,0,,Q
34606392,IBM,0,T,100,1808800,,Q
34606392,IBM,0,T,100,1808800,,Q
34606392,IBM,12074633,B,100,1808400,,Q
34606394,IBM,11977186,D,0,0,,Q
34606473,IBM,12074633,D,0,0,,Q
34606678,IBM,0,T,100,1808800,,Q
34606719,IBM,0,T,100,1808800,,Q
34606733,IBM,0,T,46,1808800,,Q
34606735,IBM,0,T,100,1808800,,Q
34607013,IBM,12085685,S,100,1812000,,Q
34609328,IBM,12085685,D,0,0,,Q
34609709,IBM,12121240,S,100,1812000,,Q
34611236,IBM,0,T,15,1808800,,Q
34611236,IBM,0,T,85,1808800,,Q
34611347,IBM,12140728,S,100,1808800,,Q
34612260,IBM,12158159,B,100,1807800,,Q
34613869,IBM,12140728,D,0,0,,Q
34615609,IBM,11992730,D,0,0,,Q
34615610,IBM,12199014,B,100,1808300,,Q
34615800,IBM,0,T,34,1808700,,Q
34616476,IBM,12199014,F,0,0,,Q
34616507,IBM,12209404,B,100,1808000,,Q
34618068,IBM,12224181,B,30,1808300,,Q
34619436,IBM,12239328,S,100,1808700,,Q
34622117,IBM,12008255,D,0,0,,Q
34622122,IBM,12224181,F,0,0,,Q
34622122,IBM,12275310,S,100,1808400,,Q
34622122,IBM,12275312,S,100,1808500,,Q
34622207,IBM,12275312,D,0,0,,Q
34622217,IBM,12275310,D,0,0,,Q
34622662,IBM,11958193,D,0,0,,Q
34622662,IBM,12282859,B,100,1807800,,Q
34622663,IBM,12209404,D,0,0,,Q
34622663,IBM,12282876,B,100,1807800,,Q
34622793,IBM,11950995,E,3,0,,Q
34622793,IBM,11950995,E,70,0,,Q
34622832,IBM,11950995,D,0,0,,Q
34622832,IBM,12284139,B,27,1807600,,Q
34622833,IBM,12284139,D,0,0,,Q
34622833,IBM,12284143,B,30,1807600,,Q
34623207,IBM,12282859,D,0,0,,Q
34623207,IBM,12282876,D,0,0,,Q
34623207,IBM,12287730,B,100,1807600,,Q
34623207,IBM,12287732,B,100,1807600,,Q
34624083,IBM,12305129,S,200,1808100,,Q
34624110,IBM,12305129,F,0,0,,Q
34624110,IBM,12305549,B,100,1808000,,Q
34624110,IBM,12305550,B,100,1807900,,Q
34624112,IBM,12305549,D,0,0,,Q
34624112,IBM,12305594,B,100,1808100,,Q
34624136,IBM,0,T,100,1808500,,Q
34624206,IBM,12305594,F,0,0,,Q
34624206,IBM,12306631,S,100,1808500,,Q
34624265,IBM,12305550,D,0,0,,Q
34624295,IBM,12306631,D,0,0,,Q
34624324,IBM,12158159,D,0,0,,Q
34624324,IBM,12308473,B,100,1807300,,Q
34625088,IBM,12284143,D,0,0,,Q
34628625,IBM,12372156,S,100,1808300,,Q
34628696,IBM,12372156,D,0,0,,Q
34628696,IBM,12372991,B,100,1808100,,Q
34628697,IBM,12372991,F,0,0,,Q
34628698,IBM,12373007,B,100,1808000,,Q
34628702,IBM,12373064,B,200,1808200,,Q
34629893,IBM,12373007,D,0,0,,Q
34629895,IBM,12373064,D,0,0,,Q
34631604,IBM,12411325,B,100,1807900,,Q
34633842,IBM,12411325,D,0,0,,Q
34634034,IBM,12442326,B,300,1807800,,Q
34634744,IBM,12287730,D,0,0,,Q
34634744,IBM,12287732,D,0,0,,Q
34634744,IBM,12451083,B,100,1807800,,Q
34634744,IBM,12451084,B,100,1807800,,Q
34635077,IBM,12461491,S,100,1808000,,Q
34635317,IBM,12461491,F,0,0,,Q
34635317,IBM,12469067,B,100,1807900,,Q
34635317,IBM,12469068,B,100,1807900,,Q
34635318,IBM,12469067,D,0,0,,Q
34635318,IBM,12469078,B,100,1808000,,Q
34635332,IBM,12469078,F,0,0,,Q
34635401,IBM,12469068,D,0,0,,Q
34636007,IBM,12478475,S,100,1808500,,Q
34636502,IBM,10353433,D,0,0,TMBR,Q
34636502,IBM,12485112,B,100,1807800,TMBR,Q
34636567,IBM,12485112,D,0,0,TMBR,Q
34636567,IBM,12485768,B,100,1807700,TMBR,Q
34637507,IBM,12478475,D,0,0,,Q
34638597,IBM,12485768,D,0,0,TMBR,Q
34638597,IBM,12521767,B,100,1807800,TMBR,Q
34638614,IBM,12521767,D,0,0,TMBR,Q
34638614,IBM,12522200,B,100,1807600,TMBR,Q
34638767,IBM,12522200,D,0,0,TMBR,Q
34638767,IBM,12524597,B,100,1807500,TMBR,Q
34638768,IBM,12524597,D,0,0,TMBR,Q
34638768,IBM,12524602,B,200,1807400,TMBR,Q
34638873,IBM,12524602,C,100,0,TMBR,Q
34640251,IBM,12524602,D,0,0,TMBR,Q
34640251,IBM,12549566,B,100,1807800,TMBR,Q
34641208,IBM,12442326,D,0,0,,Q
34643018,IBM,12587025,S,100,1809600,,Q
34643133,IBM,12239328,E,31,0,,Q
34643138,IBM,12587025,D,0,0,,Q
34643138,IBM,12589433,S,100,1809700,,Q
34643190,IBM,12589433,D,0,0,,Q
34643190,IBM,12589991,S,100,1809600,,Q
34643731,IBM,12589991,D,0,0,,Q
34643732,IBM,12596569,S,100,1809700,,Q
34643748,IBM,0,T,69,1808400,,Q
34643749,IBM,12596569,D,0,0,,Q
34643749,IBM,12601493,S,100,1809800,,Q
34644722,IBM,12601493,D,0,0,,Q
34644722,IBM,12629479,S,100,1809800,,Q
34644722,IBM,12629479,D,0,0,,Q
34644722,IBM,12629482,S,100,1809800,,Q
34644722,IBM,12629482,D,0,0,,Q
34644722,IBM,12629483,S,100,1809800,,Q
34644722,IBM,12629483,D,0,0,,Q
34644722,IBM,12629486,S,100,1809800,,Q
34644722,IBM,12629486,D,0,0,,Q
34644722,IBM,12629488,S,100,1809800,,Q
34644722,IBM,12629488,D,0,0,,Q
34644723,IBM,12629490,S,100,1809800,,Q
34644723,IBM,12629490,D,0,0,,Q
34644723,IBM,12629491,S,100,1809800,,Q
34644723,IBM,12629491,D,0,0,,Q
34644723,IBM,12629492,S,100,1809800,,Q
34644723,IBM,12629492,D,0,0,,Q
34644723,IBM,12629493,S,100,1809800,,Q
34644723,IBM,12629493,D,0,0,,Q
34644723,IBM,12629494,S,100,1809800,,Q
34644723,IBM,12629494,D,0,0,,Q
34644723,IBM,12629495,S,100,1809800,,Q
34644723,IBM,12629495,D,0,0,,Q
34644723,IBM,12629499,S,100,1809800,,Q
34644723,IBM,12629499,D,0,0,,Q
34644724,IBM,12629506,S,100,1809800,,Q
34644724,IBM,12629506,D,0,0,,Q
34644724,IBM,12629512,S,100,1809800,,Q
34644724,IBM,12629512,D,0,0,,Q
34644724,IBM,12629517,S,100,1809800,,Q
34644724,IBM,12629517,D,0,0,,Q
34644724,IBM,12629518,S,100,1809800,,Q
34644724,IBM,12629518,D,0,0,,Q
34644724,IBM,12629521,S,100,1809800,,Q
34644724,IBM,12629521,D,0,0,,Q
34644724,IBM,12629524,S,100,1809800,,Q
34644724,IBM,12629524,D,0,0,,Q
34644724,IBM,12629527,S,100,1809800,,Q
34644725,IBM,12629527,D,0,0,,Q
34644725,IBM,12629528,S,100,1809800,,Q
34644725,IBM,12629528,D,0,0,,Q
34644725,IBM,12629531,S,100,1809800,,Q
34644725,IBM,12629531,D,0,0,,Q
34644725,IBM,12629533,S,100,1809800,,Q
34644725,IBM,12629533,D,0,0,,Q
34644725,IBM,12629536,S,100,1809800,,Q
34644725,IBM,12629536,D,0,0,,Q
34644725,IBM,12629540,S,100,1809800,,Q
34644725,IBM,12629540,D,0,0,,Q
34644725,IBM,12629546,S,100,1809800,,Q
34644725,IBM,12629546,D,0,0,,Q
34644726,IBM,12629549,S,100,1809800,,Q
34644726,IBM,12629549,D,0,0,,Q
34644726,IBM,12629554,S,100,1809800,,Q
34644726,IBM,12629554,D,0,0,,Q
34644726,IBM,12629559,S,100,1809800,,Q
34644726,IBM,12629559,D,0,0,,Q
34644726,IBM,12629569,S,100,1809800,,Q
34644726,IBM,12629569,D,0,0,,Q
34644726,IBM,12629578,S,100,1809800,,Q
34644726,IBM,12629578,D,0,0,,Q
34644726,IBM,12629582,S,100,1809800,,Q
34644726,IBM,12629582,D,0,0,,Q
34644727,IBM,12629584,S,100,1809800,,Q
34644727,IBM,12629584,D,0,0,,Q
34644727,IBM,12629592,S,100,1809800,,Q
34644727,IBM,12629592,D,0,0,,Q
34644727,IBM,12629596,S,100,1809800,,Q
34644727,IBM,12629596,D,0,0,,Q
34644727,IBM,12629601,S,100,1809800,,Q
34644727,IBM,12629601,D,0,0,,Q
34644727,IBM,12629607,S,100,1809800,,Q
34644727,IBM,12629607,D,0,0,,Q
34644727,IBM,12629613,S,100,1809800,,Q
34644727,IBM,12629613,D,0,0,,Q
34644728,IBM,12629618,S,100,1809800,,Q
34644728,IBM,12629618,D,0,0,,Q
34644728,IBM,12629621,S,100,1809800,,Q
34644728,IBM,12629621,D,0,0,,Q
34644728,IBM,12629629,S,100,1809800,,Q
34644728,IBM,12629629,D,0,0,,Q
34644728,IBM,12629639,S,100,1809800,,Q
34644728,IBM,12629639,D,0,0,,Q
34644728,IBM,12629642,S,100,1809800,,Q
34644728,IBM,12629642,D,0,0,,Q
34644728,IBM,12629647,S,100,1809800,,Q
34644728,IBM,12629647,D,0,0,,Q
34644729,IBM,12629650,S,100,1809800,,Q
34644729,IBM,12629650,D,0,0,,Q
34644729,IBM,12629657,S,100,1809700,,Q
34645172,IBM,12629657,D,0,0,,Q
34645172,IBM,12634665,S,100,1809600,,Q
34645294,IBM,0,T,100,1808400,,Q
34645804,IBM,12641627,S,200,1808700,,Q
34645804,IBM,12634665,D,0,0,,Q
34645804,IBM,12641631,S,100,1809500,,Q
34646372,IBM,12641631,D,0,0,,Q
34646372,IBM,12649228,S,100,1809400,,Q
34646395,IBM,12549566,D,0,0,TMBR,Q
34646395,IBM,12653499,B,100,1807500,TMBR,Q
34646409,IBM,12653499,D,0,0,TMBR,Q
34646409,IBM,12654261,B,100,1807300,TMBR,Q
34646499,IBM,0,T,200,1808400,,Q
34646514,IBM,0,T,1000,1808400,,Q
34646518,IBM,0,T,131,1808400,,Q
34646518,IBM,12239328,F,0,0,,Q
34646550,IBM,0,T,600,1808400,,Q
34646588,IBM,0,T,100,1808400,,Q
34646588,IBM,12641627,F,0,0,,Q
34646588,IBM,12657967,B,100,1808200,,Q
34646588,IBM,12649228,D,0,0,,Q
34646588,IBM,12657969,S,100,1809900,,Q
34646590,IBM,12658001,B,100,1803900,,Q
34646591,IBM,12658007,S,100,1812500,,Q
34646625,IBM,0,T,100,1808400,,Q
34646626,IBM,12657967,D,0,0,,Q
34646626,IBM,12657969,D,0,0,,Q
34646626,IBM,12658476,S,100,1809700,,Q
34646632,IBM,0,T,400,1808400,,Q
34646658,IBM,0,T,100,1808400,,Q
34646664,IBM,0,T,300,1808400,,Q
34646692,IBM,0,T,100,1808400,,Q
34646698,IBM,0,T,100,1808400,,Q
34646698,IBM,0,T,100,1808400,,Q
34646762,IBM,12658476,D,0,0,,Q
34646762,IBM,12661377,S,100,1809600,,Q
34647094,IBM,12672591,S,100,1811500,,Q
34647204,IBM,9429983,D,0,0,,Q
34647204,IBM,12674408,B,400,1797600,,Q
34647204,IBM,11791473,D,0,0,,Q
34647291,IBM,0,T,100,1808900,,Q
34647291,IBM,0,T,100,1809000,,Q
34647896,IBM,12654261,D,0,0,TMBR,Q
34647896,IBM,12683986,B,100,1807100,TMBR,Q
34647899,IBM,12661377,D,0,0,,Q
34647899,IBM,12684076,S,100,1809700,,Q
34648222,IBM,12684076,D,0,0,,Q
34648222,IBM,12688341,S,100,1809800,,Q
34648753,IBM,12672591,D,0,0,,Q
34648877,IBM,12696827,B,100,1804700,,Q
34648947,IBM,0,T,100,1808900,,Q
34649798,IBM,12696827,D,0,0,,Q
34650325,IBM,12688341,D,0,0,,Q
34650325,IBM,12713999,S,62,1809700,,Q
34650443,IBM,12308473,D,0,0,,Q
34650444,IBM,12717030,B,100,1808000,,Q
34650444,IBM,12713999,D,0,0,,Q
34650444,IBM,12717032,S,135,1809800,,Q
34650835,IBM,12721634,B,100,1808400,,Q
34650835,IBM,12717032,D,0,0,,Q
34650835,IBM,12721637,S,135,1810000,,Q
34650881,IBM,12722277,B,100,1805700,,Q
34651226,IBM,12721634,D,0,0,,Q
34651226,IBM,12721637,D,0,0,,Q
34651226,IBM,12725881,S,27,1809900,,Q
34651226,IBM,12725881,D,0,0,,Q
34651227,IBM,12725882,S,135,1809800,,Q
34651232,IBM,12683986,D,0,0,TMBR,Q
34651232,IBM,12725914,B,200,1807000,TMBR,Q
34651550,IBM,12725914,C,100,0,TMBR,Q
34651740,IBM,12722277,D,0,0,,Q
34651770,IBM,0,T,100,1808900,,Q
34652105,IBM,12725882,D,0,0,,Q
34652105,IBM,12737328,S,135,1809900,,Q
34652149,IBM,12739596,B,100,1804600,,Q
